full_entree,radical,prefixe,suffixe,type,forme,nb_variants,variants,categorie,nb_trads_fr,trads_fr,nb_trads_en,trads_en,nb_ex_fr,ex_fr,nb_ex_en,ex_en,audio,class_info,nb_conjugaisons,conjugaisons,dictionnaire
ɲaanindi,ɲaanindi,,,SON,simple,1,,Verbe,1,malheureux (rendre),1,"cause to be unfortunate, cause to be wretched",1,Watten wa seren ɲaanindini. <--> La maladie rend l'homme malheureux.,1,Watten wa seren ɲaanindini. <--> Sickness causes people to be wretched.,non,non,0,,soninké-français-anglais
ɲaaninte,ɲaaninte,,,SON,simple,1,,Adjectif,1,misérable,0,,0,,0,,non,non,0,,soninké-français-anglais
ɲaaninte,ɲaaninte,,,SON,simple,1,,Adjectif,1,misérable,0,,0,,0,,non,non,0,,soninké-français-anglais
ɲaaninte,ɲaaninte,,,SON,simple,1,,Adjectif,1,misérable,0,,0,,0,,non,non,0,,soninké-français-anglais
ɲaaxama,ɲaaxama,,,SON,simple,1,,Verbe,1,"dîner, souper",1,eat the evening meal;,0,,0,,non,non,0,,soninké-français-anglais
ɲaaxame,ɲaaxame,,,SON,simple,1,,Nom,1,"dîner, souper",1,evening meal;,0,,0,,non,non,0,,soninké-français-anglais
-aaxu,-aaxu,,,SON,simple,1,,Nom,1,suffixe nominal abstrait,1,nominal suffix: abstract;,2,kome+aaxu -> komaaxu <--> esclave+ABST -> esclavage@@@kome+aaxu -> komaaxu <--> ami+ABST -> amitié,2,kome+aaxu -> komaaxu <--> slave+ABST -> slavery@@@kome+aaxu -> komaaxu <--> friend+ABST -> friendship,non,non,0,,soninké-français-anglais
aaye,aaye,,,SON,simple,1,,Nom,1,versé du Coran,1,Qur'anic verse;,1,Soora yogonu aayen gaben ni. <--> Certains chapitres contiennent beaucoup de versets.,1,Soora yogonu aayen gaben ni. <--> Certain chapters contain lots of verses.,non,non,0,,soninké-français-anglais
aayi,aayi,,,SON,simple,1,,Interjection,1,non,1,no;,0,,0,,non,non,0,,soninké-français-anglais
abada,abada,,,SON,simple,1,,Adverbe,1,jamais,1,never;,0,,0,,non,non,0,,soninké-français-anglais
abadajamu,abadajamu,,,SON,simple,1,,Interjection,1,adieu,1,goodbye;,0,,0,,non,non,0,,soninké-français-anglais
Abaraani,Abaraani,,,SON,simple,1,,Nom,1,hébreu,1,Hebrew;,0,,0,,non,non,0,,soninké-français-anglais
acaare,acaare,,,SON,simple,1,,Nom,1,variété de poisson à écaille,1,"river fish with scales, 50cm;",0,,0,,non,non,0,,soninké-français-anglais
acitaare,acitaare,,,SON,simple,1,,Nom,1,petit déjeuner,1,breakfast;,1,Maadu acite sonbin ya yi. <--> Madou a pris la boullie comme dejeûner.,1,Maadu acite sonbin ya yi. <--> Madou have poridge as breakfast.,non,non,0,,soninké-français-anglais
acite,acite,,,SON,simple,1,,Verbe,1,déjeuner (le matin),1,to eat breakfast;,1,"Maadu acite fane lenki. <--> Aujourd’hui, Madou a pris le petit dejeûner très tôt.",1,Maadu acite fane lenki. <--> Madou has breakfast so early today.,non,non,0,,soninké-français-anglais
Ada,Ada,,,SON,simple,1,,Nom,1,"une des femmes de Lamek, avant l'inondation",1,Joppaye 4,0,,0,,non,non,0,,soninké-français-anglais
Adeni,Adeni,,,SON,simple,1,,Nom,1,Éden,1,Eden;,0,,0,,non,non,0,,soninké-français-anglais
ɲaga,ɲaga,,,SON,simple,1,,Nom,1,variété de bande d'étoffe,1,band of fabric;,0,,0,,non,non,0,,soninké-français-anglais
ɲagaare,ɲagaare,,,SON,simple,1,,Nom,1,"ornement, parure",1,"decoration, costume;",0,,0,,non,non,0,,soninké-français-anglais
ɲagaari,ɲagaari,,,SON,simple,1,,Verbe,1,"orner, parer",1,"decorate, prepare;",0,,0,,non,non,0,,soninké-français-anglais
ɲagame,ɲagame,,,SON,simple,1,,Nom,1,"ordure, déchet, rebut",1,"garbage, filth, rubbish;",0,,0,,non,non,0,,soninké-français-anglais
ɲaka,ɲaka,,,SON,simple,1,,Nom,1,variété de boubou,1,type of boubou;,0,,0,,non,non,0,,soninké-français-anglais
ɲakka,ɲakka,,,SON,simple,1,,Nom,1,"porte-monnaie, bourse",1,"wallet, pouch, bag, coin-purse;",0,,0,,non,non,0,,soninké-français-anglais
alahaadi,alahaadi,,,SON,simple,1,,Nom,0,,0,,0,,0,,non,non,0,,soninké-français-anglais
alahaaji,alahaaji,,,SON,simple,1,,Nom,1,pèlerin qui a fait le Hadj,1,pilgrim who has made the Hajj;,1,Sere be ga na hiiji Makka ya ni alahaajin ŋa. <--> Celui qui fait le hadj à la Mecque est appelé El hadj.,1,"Sere be ga na hiiji Makka ya ni alahaajin ŋa. <--> A person who makes the pilgrimage to Mecca is called ""allahaaji"".",non,non,0,,soninké-français-anglais
alahadi,alahadi,,,SON,simple,1,,Nom,1,dimanche,1,Sunday;,0,,0,,non,non,0,,soninké-français-anglais
alaxamisa,alaxamisa,,,SON,simple,1,,Nom,1,jeudi,1,Thursday;,0,,0,,non,non,0,,soninké-français-anglais
alifaatiya,alifaatiya,,,SON,simple,1,,Nom,1,première sourate du Coran,1,first chapter of the Qur'an;,0,,0,,non,non,0,,soninké-français-anglais
alihaala,alihaala,,,SON,simple,1,,Nom,1,situation,1,"situation, condition;",4,"Kanmen alihaalan xoten ni. <--> La situation de la pluie est difficile.@@@Kanmen alihaalan xoten ni. <--> Ma situation n'est pas bonne en ce moment.@@@Kanmen alihaalan xoten ni. <--> Toi-même, tu a vu ma situation.@@@Kanmen alihaalan xoten ni. <--> Abraham, il y a de l'herbe dans mon champ, mais aussi du mil. Quelle est la situation dans ton champ?",4,"Kanmen alihaalan xoten ni. <--> The rain situation is bad.@@@Kanmen alihaalan xoten ni. <--> My situation is not good right now.@@@Kanmen alihaalan xoten ni. <--> You yourself know my situation.@@@Kanmen alihaalan xoten ni. <--> Abraham, there are weeds in my field, but also millet. How is it in your field?",non,non,0,,soninké-français-anglais
alihanbara,alihanbara,,,SON,simple,1,,Nom,1,écorce aromatique utilisé comme déodorant par les nouvelles mamans,1,"fragrant bark, used as deodorant by new mothers;",0,,0,,non,non,0,,soninké-français-anglais
alihudiya,alihudiya,,,SON,simple,1,,Nom,1,juif,1,Jewish person;,0,,0,,non,non,0,,soninké-français-anglais
alijuma,alijuma,,,SON,simple,1,,Nom,1,vendredi,1,Friday;,0,,0,,non,non,0,,soninké-français-anglais
alikaaba,alikaaba,,,SON,simple,1,,Nom,1,la Kaaba,1,Kaaba stone;,0,,0,,non,non,0,,soninké-français-anglais
alikaama,alikaama,,,SON,simple,1,,Nom,1,blé,1,wheat;,0,,0,,non,non,0,,soninké-français-anglais
alikeebu,alikeebu,,,SON,simple,1,,Nom,1,étrier,1,stirrup;,2,"Alikeebu nta ɲogonxirixen ŋa. <--> La selle de chameau n'a pas d'étrier.@@@Alikeebu nta ɲogonxirixen ŋa. <--> Mon oncle est un forgeron, il sait faire l'étrier avec du cuivre jaune.",2,"Alikeebu nta ɲogonxirixen ŋa. <--> A camel saddle has no stirrup.@@@Alikeebu nta ɲogonxirixen ŋa. <--> My uncle is a blacksmith, he knows how to make a stirrup from copper.",non,non,0,,soninké-français-anglais
alikerebu,alikerebu,,,SON,simple,1,,Nom,0,,0,,0,,0,,non,non,0,,soninké-français-anglais
alimaami,alimaami,,,SON,simple,1,,Nom,1,imam,1,imam;,0,,0,,non,non,0,,soninké-français-anglais
alimaani,alimaani,,,SON,simple,1,,Nom,1,"amende, dédommagement",1,"amend, reparation;",1,"Hanmadi naanun ga da Denba ten bonondi, Denba da alimaanin taaxu Hanmadi ya. <--> Quand les troupeaux de vaches de Hamadi ont dévasté le champ de Demba, Demba a imposé une amende à Hamadi.",1,"Hanmadi naanun ga da Denba ten bonondi, Denba da alimaanin taaxu Hanmadi ya. <--> When Hanmadi's cattle ruined Denba's field, Denba sought damages from Hanmadi.",non,non,0,,soninké-français-anglais
alimankende,alimankende,,,SON,simple,1,,Nom,1,empan (20 à 25 cm ),1,span of 20 to 25 cms;,0,,0,,non,non,0,,soninké-français-anglais
alimansoco,alimansoco,,,SON,simple,1,,Nom,1,maïs noyé par l'inondation,1,corn swamped by heavy rainfall;,0,,0,,non,non,0,,soninké-français-anglais
Alimasiiwu,Alimasiiwu,,,SON,simple,1,,Nom,1,Messie,1,messiah;,0,,0,,non,non,0,,soninké-français-anglais
alimeti,alimeti,,,SON,simple,1,,Nom,1,allumette,1,match;,0,,0,,non,non,0,,soninké-français-anglais
alimu,alimu,,,SON,simple,1,,Nom,1,"saint, savant",1,"saint, sage;",1,"Fi ga na sere lasama, an na a koyi alimunun ŋa. <--> Si quelque chose te dépasse, il faut l'exposer aux savants.",1,"Fi ga na sere lasama, an na a koyi alimunun ŋa. <--> If something is beyond your comprehension, you should share it with a sage.",non,non,0,,soninké-français-anglais
alimuudo,alimuudo,,,SON,simple,1,,Nom,1,élève coranique,1,Qur'anic student;,1,"Xaaxon di, an nta alimuudo walla salumune Xuusaane. <--> Pendant l'hivernage, tu ne verras pas les élèves coraniques peuls mendier à Koussané.",1,"Xaaxon di, an nta alimuudo walla salumune Xuusaane. <--> During the rainy season you don't see Qur'anic students begging in Koussane.",non,non,0,,soninké-français-anglais
alindakke,alindakke,,,SON,simple,1,,Nom,1,écorce aromatique,1,aromatic bark;,1,Yaxarun wa alindakken roono jin ŋa i kiinanu da. <--> Les femmes mettent de l’écorce aromatique à l’eau pour leur maris.,1,Yaxarun wa alindakken roono jin ŋa i kiinanu da. <--> Women put aromatic bark to water for their husband.,non,non,0,,soninké-français-anglais
alisilaamaaxu,alisilaamaaxu,,,SON,simple,1,,Nom,1,Islam,1,Islam,1,Alisilaamen gabe ma alisilaamaaxun faamu. <--> Beaucoup de musulmans n'ont pas compris l'islam.,1,Alisilaamen gabe ma alisilaamaaxun faamu. <--> Many Muslims do not understand Islam.,non,non,0,,soninké-français-anglais
alisilaamaaxu,alisilaamaaxu,,,SON,simple,1,,Nom,1,Islam,1,Islam,1,Alisilaamen gabe ma alisilaamaaxun faamu. <--> Beaucoup de musulmans n'ont pas compris l'islam.,1,Alisilaamen gabe ma alisilaamaaxun faamu. <--> Many Muslims do not understand Islam.,non,non,0,,soninké-français-anglais
alisilaami,alisilaami,,,SON,simple,1,,Nom,1,musulman(e),1,Muslim;,0,,0,,non,non,0,,soninké-français-anglais
alixiyaama,alixiyaama,,,SON,simple,1,,Nom,1,jour du jugement,1,judgment day;,1,"Haqen su nta alixiyaama dukku, yogonu wa tugene duna di yere. <--> Ce ne sont pas tous les crimes qui attendent le jour du jugement, certains se paient dans ce monde ici-bas.",1,"Haqen su nta alixiyaama dukku, yogonu wa tugene duna di yere. <--> Not all crimes await judgment day: some are recompensed in this life.",non,non,0,,soninké-français-anglais
alixunti,alixunti,,,SON,simple,1,,Nom,1,tissu,1,tissue;,0,,0,,non,non,0,,soninké-français-anglais
alixuraane,alixuraane,,,SON,simple,1,,Nom,1,Coran,1,Qur'an;,1,N wa soro tu alixuraane tanganten ga i yinmen di. <--> Je connais des gens qui savent réciter le coran.,1,N wa soro tu alixuraane tanganten ga i yinmen di. <--> I know people who have memorized the Qur'an.,non,non,0,,soninké-français-anglais
aliyatiime,aliyatiime,,,SON,simple,1,,Nom,1,orphelin,1,orphan;,1,O na aliyatiimun deema na i xunbane sirondi. <--> Aidons les orphelins à préparer leur avenir.,1,O na aliyatiimun deema na i xunbane sirondi. <--> Let us help the orphans to prepare for the future.,non,non,0,,soninké-français-anglais
aliyatiime,aliyatiime,,,SON,simple,1,,Nom,1,orphelin,1,orphan;,0,,0,,non,non,0,,soninké-français-anglais
Alla,Alla,,,SON,simple,1,,Nom,1,Dieu,1,God;,1,Alla nta bone koyi o ya! <--> Que Dieu ne nous montre pas de malheur.,1,Alla nta bone koyi o ya! <--> May God not show us evil.,non,non,0,,soninké-français-anglais
allahoore,allahoore,,,SON,simple,1,,Nom,1,terme faisant allusion à quelqu'un sans citer son nom,1,term used to refer to someone without stating his or her name;,1,"N da allahoore kuuɲi soxuba ke, nxa a ma in ɲimi. <--> J'ai salué ""X"" ce matin mais il ne m'a pas répondu.",1,"N da allahoore kuuɲi soxuba ke, nxa a ma in ɲimi. <--> I greeted ""X"" this morning, but he did not respond.",non,non,0,,soninké-français-anglais
allanɲaage,allanɲaage,,,SON,simple,1,,Verbe,1,louer Dieu,1,worship God,0,,0,,non,non,0,,soninké-français-anglais
allanɲaage,allanɲaage,,,SON,simple,1,,Verbe,1,louer Dieu,1,worship God,0,,0,,non,non,0,,soninké-français-anglais
allanɲaage,allanɲaage,,,SON,simple,1,,Verbe,1,louer Dieu,1,worship God,0,,0,,non,non,0,,soninké-français-anglais
allanɲaage,allanɲaage,,,SON,simple,1,,Verbe,1,louer Dieu,1,worship God,0,,0,,non,non,0,,soninké-français-anglais
allanɲaageye,allanɲaageye,,,SON,simple,1,,Nom,1,"maraboutage, prière",1,prayer;,0,,0,,non,non,0,,soninké-français-anglais
allanbatika,allanbatika,,,SON,simple,1,,Nom,1,tabernacle,1,tabernacle,0,,0,,non,non,0,,soninké-français-anglais
allanbatika,allanbatika,,,SON,simple,1,,Nom,1,tabernacle,1,tabernacle,0,,0,,non,non,0,,soninké-français-anglais
Allanbatikaxoore,Allanbatikaxoore,,,SON,simple,1,,Nom,1,temple à Jerusalem,1,Temple in Jerusalem;,0,,0,,non,non,0,,soninké-français-anglais
allanbattaana,allanbattaana,,,SON,simple,1,,Nom,1,qqn qui obeit à Dieu,1,someone who obeys God;,0,,0,,non,non,0,,soninké-français-anglais
allanbatte,allanbatte,,,SON,simple,1,,Nom,1,adoration de Dieu,1,adoration of God,0,,0,,non,non,0,,soninké-français-anglais
allanbatte,allanbatte,,,SON,simple,1,,Nom,1,adoration de Dieu,1,adoration of God,0,,0,,non,non,0,,soninké-français-anglais
allanbatte,allanbatte,,,SON,simple,1,,Nom,1,adoration de Dieu,1,adoration of God,0,,0,,non,non,0,,soninké-français-anglais
allanbatte,allanbatte,,,SON,simple,1,,Nom,1,fait divin,1,divine truth;,0,,0,,non,non,0,,soninké-français-anglais
allankannaana,allankannaana,,,SON,simple,1,,Nom,1,"un craignant Dieu, une personne respectueuse de Dieu;",1,one who respects and fears God;,0,,0,,non,non,0,,soninké-français-anglais
allankanne,allankanne,,,SON,simple,1,,Nom,1,obéissance aux commandements divins,1,obedience of divine commandments,0,,0,,non,non,0,,soninké-français-anglais
allankanne,allankanne,,,SON,simple,1,,Nom,1,obéissance aux commandements divins,1,obedience of divine commandments,0,,0,,non,non,0,,soninké-français-anglais
ábií jaŋ,ábií jaŋ,,,nd,simple,1,,Nom,1,danseur,0,,1, <--> les danseurs,0,,non,non,0,,ndemli-français
ájím cúebí,ájím cúebí,,,nd,simple,1,,Nom,1,chanteur,0,,1,ɓajím cúebi <--> les chanteurs,0,,non,non,0,,ndemli-français
ánì,ánì,,,nd,simple,1,,Nom,1,oiseau,0,,1,áni ɓé jím <--> l'oiseau chante,0,,non,non,0,,ndemli-français
ásíi᷇,ásíi᷇,,,nd,simple,1,,Nom,1,le lièvre,0,,1,mbap ásii᷇ ɓé ká lɔ́ŋgŋɔ́ <--> la chair du lièvre n'est pas bonne,0,,non,non,0,,ndemli-français
ásii᷇,ásii᷇,,,nd,simple,1,,Nom,1,le lièvre,0,,1,ásii᷇ ɓé mbap kwahá <--> le lièvre est la viande de brousse,0,,non,non,0,,ndemli-français
ɓahá,ɓahá,,,nd,simple,1,,Nom,1,marmite,0,,1,ɓahá ɓé saa᷇ <--> la marmite est au feu,0,,non,non,0,,ndemli-français
ɓahábí,ɓahábí,,,nd,simple,1,,Nom,1,les marmites,0,,1,ɓahábí ɓaloŋ <--> les marmites de patate,0,,non,non,0,,ndemli-français
ɓámbó,ɓámbó,,,nd,simple,1,,Nom,1,planche,0,,1,joo᷇ ɓámbó mɔhɔ́ <--> achète une planche,0,,non,non,0,,ndemli-français
ɓámhò,ɓámhò,,,nd,simple,1,,Nom,1,plante de pied,0,,1,náŋ ɓámaho sɛ́ <--> mets tes plantes de pieds au sol,0,,non,non,0,,ndemli-français
ɓaŋá,ɓaŋá,,,nd,simple,1,,Nom,1,la parole,0,,1,ɓaŋá nyuɛ <--> la parole de Dieu,0,,non,non,0,,ndemli-français
ɓaŋá nyuɛ,ɓaŋá nyuɛ,,,nd,simple,1,,Nom,1,parole de Dieu,0,,1,láŋ ɓaŋá nyuɛ <--> lis la parole de Dieu,0,,non,non,0,,ndemli-français
ɓaró,ɓaró,,,nd,simple,1,,Nom,1,pagne,0,,1,kí ɓaró kuŋ <--> elle a cousu le pagne,0,,non,non,0,,ndemli-français
ɓaro᷇,ɓaro᷇,,,nd,simple,1,,Nom,1,tissu,0,,1,ma ɓaró kǒ <--> j'ai attaché le pagne,0,,non,non,0,,ndemli-français
ɓá' yí,ɓá' yí,,,nd,simple,1,,Nom,1,la machette,0,,1,mí té́m ní ɓá' yii᷇ <--> je débroussaille avec la machette,0,,non,non,0,,ndemli-français
ɓenandi᷇,ɓenandi᷇,,,nd,simple,1,,Verbe,1,il déteste,0,,1,ɓé ɓena táp <--> il déteste son père,0,,non,non,1,présent : ɓé ɓenà,ndemli-français
ɓéní,ɓéní,,,nd,simple,1,,Nom,1,blessure,0,,1,ɓé hɔ́ŋ ɓéní wí hô <--> il a la blessure à son pied,0,,non,non,0,,ndemli-français
abǐ,bǐ,a,,nd,simple,1,,Nom,1,chevre,0,,1,a bǐ ɓé dí ná mbí <--> la chevre broute l'herbe,0,,non,non,0,,ndemli-français
bíéli᷇,bíéli᷇,,,nd,simple,1,,Nom,1,la naissance,0,,1,jee᷇ ki bíe᷇ <--> la femme a accouché,0,,non,non,0,,ndemli-français
bíeli᷇,bíeli᷇,,,nd,simple,1,,Nom,1,accouchement,0,,1,bíéli᷇ ɓé ǹduru <--> l'accouchement est difficile,0,,non,non,0,,ndemli-français
abííjaŋ,bííjaŋ,a,,nd,simple,1,,Nom,1,danceur,0,,1,lóǒm lɛ ɓé ábiíjaŋ <--> cet homme est un danceur,0,,non,non,0,,ndemli-français
bikokóbítì,bikokóbítì,,,nd,simple,1,,Nom,1,la tisane,0,,1,bikokóbití ɓé lɔ́ŋgɔ́ nɔ́ ŋgíŋkòhlɛ᷇ <--> la tisane est bonne en soirée,0,,non,non,0,,ndemli-français
ɓɒ́m,ɓɒ́m,,,nd,simple,1,,Nom,1,oeuf,0,,1,ɓɒ́m ŋgúp <--> oeuf de poule,0,,non,non,0,,ndemli-français
ɓɔ́,ɓɔ́,,,nd,simple,1,,Nom,1,la main,0,,1,ɓɔ́ wɛ̌ <--> la main de quelqu'un,0,,non,non,0,,ndemli-français
ɓɔ'cím,ɓɔ'cím,,,nd,simple,1,,Nom,1,salle de bain,0,,1,mi soh ɓɔ'cím <--> je me lave à la douche,0,,non,non,0,,ndemli-français
ɓólóɓó,ɓólóɓó,,,nd,simple,1,,Nom,1,une danse traditionnelle,0,,1,ɓé bii᷇ ɓólóɓó <--> elle danse le bolobo,0,,non,non,0,,ndemli-français
ɓómáŋgúp,ɓómáŋgúp,,,nd,simple,1,,Nom,1,les oeufs de poules,0,,1,ŋgúp ɓé nuŋ kwɛ ɓómá <--> la poule couve les oeufs,0,,non,non,0,,ndemli-français
ɓɔ́mbí,ɓɔ́mbí,,,nd,simple,1,,Nom,1,enfants,0,,1,ɓɔ́mbí bí tila <--> les enfants écrivent,0,,non,non,0,,ndemli-français
ɓoó,ɓoó,,,nd,simple,1,,Nom,1,chien,0,,1,ɓoó ki wóm lóm <--> le chien m ' a mordu,0,,non,non,0,,ndemli-français
ɓɔ́rindi᷇,ɓɔ́rindi᷇,,,nd,simple,1,,Nom,1,le repos,0,,1,mi cíŋ ɓɔ́rì <--> je veux me reposer,0,,non,non,0,,ndemli-français
búm,búm,,,nd,simple,1,,Nom,1,le ventre,0,,1,búm lemí <--> gros ventre,0,,non,non,0,,ndemli-français
búmá,búmá,,,nd,simple,1,,Nom,1,parapluie,0,,1,"mbìŋ ɓé nɔ̀, ɓɛ́'ɛ᷇ búmá <--> il pleut, prends le parapluie",0,,non,non,0,,ndemli-français
búprí kɔ̀nà,búprí kɔ̀nà,,,nd,simple,1,,Nom,1,une danse bandem,0,,1,amá búprí kɔ̀nà <--> grand-mère secoue ton dos,0,,non,non,0,,ndemli-français
búrí,búrí,,,nd,simple,1,,Nom,1,la natte,0,,1,le᷇e᷇ kwɛ́ bú́rí <--> dors sur la natte,0,,non,non,0,,ndemli-français
cǎm,cǎm,,,nd,simple,1,,Nom,1,le singe,0,,1,ki cǎm ɓɔ́ŋ <--> il a vu le singe,0,,non,non,0,,ndemli-français
céli,céli,,,nd,simple,1,,Nom,1,le crabe,0,,1,céli᷇ ɓé tim dnidí <--> le crabe est dans l'eau,0,,non,non,0,,ndemli-français
cicɔ'ɔ́,cicɔ'ɔ́,,,nd,simple,1,,Nom,1,le coq,0,,1,cicɔ'ɔ́ ɓé jím <--> le coq chante,0,,non,non,0,,ndemli-français
cìmá,cìmá,,,nd,simple,1,,Nom,1,le sang,0,,1,cimá faprí <--> le sang du moustique,0,,non,non,0,,ndemli-français
cɔ́ɓá,cɔ́ɓá,,,nd,simple,1,,Nom,1,petits pois,0,,1,o cíŋ cɔ́ɓáa? <--> veux tu les petits pois?,0,,non,non,0,,ndemli-français
cɔ́ɓa᷇,cɔ́ɓa᷇,,,nd,simple,1,,Nom,1,petits pois,0,,1,ɓé lám cɔ́ɓa᷇ <--> elle prépare les petits pois,0,,non,non,0,,ndemli-français
cɔ́'lindi᷇,cɔ́'lindi᷇,,,nd,simple,1,,Verbe,1,je supplie,0,,1,"mí cɔ́'li wá, laksa wóm <--> je te supplie, excuse moi",0,,non,non,1,présent : mí cɔ́'li,ndemli-français
côm,côm,,,nd,simple,1,,Nom,1,gorille,0,,1,côm ki kɔ́t <--> le gorille est faché,0,,non,non,0,,ndemli-français
cúmindi᷇,cúmindi᷇,,,nd,simple,1,,Nom,1,réunion,0,,1,cúmindi᷇ hi ɓájébí <--> la réunion des femmes,0,,non,non,0,,ndemli-français
dílī,dílī,,,nd,simple,1,,Verbe,1,manger,0,,1,mí dí nyùrà <--> je mange la banane,0,,non,non,1,present : mí dí,ndemli-français
diŋali᷇,diŋali᷇,,,nd,simple,1,,Nom,1,l ' amour,0,,1,bí diŋà <--> ils sont amoureux,0,,non,non,0,,ndemli-français
dísì,dísì,,,fr,simple,1,,Nom,1,l ' assiette,0,,1,ɓɛ́'ɛ dí́si <--> preds l ' assiette,0,,non,non,0,,ndemli-français
ɗókta,ɗókta,,,nd,simple,1,,Nom,1,hopital,0,,1,bí ɓoŋa wí ɗókta <--> on le soigne à l'hopital,0,,non,non,0,,ndemli-français
ɗrɔ́si,ɗrɔ́si,,,nd,simple,1,,Nom,1,calaçon,0,,1,ya ɗrɔ́si ɓé mbinda <--> ton caleçon est sale,0,,non,non,0,,ndemli-français
dùrà,dùrà,,,nd,simple,1,,Nom,1,photo,0,,1,ɓɛ́ ' ɛ́ duraa᷇ <--> filme toi,0,,non,non,0,,ndemli-français
faprí,faprí,,,nd,simple,1,,Nom,1,moustique,0,,1,faprí́ ɓé ánɔ́cîmá <--> le moustique est un suceur de sang,0,,non,non,0,,ndemli-français
fára᷇,fára᷇,,,nd,simple,1,,Adjectif,1,laid,0,,1,ɓòo᷇ lɛ̌ fára᷇ <--> le chien là est laid,0,,non,non,0,,ndemli-français
fə̂,fə̂,,,nd,simple,1,,Nom,1,tortue,0,,1,má fə̂ sóli <--> j'ai attrapé la tortue,0,,non,non,0,,ndemli-français
féfé,féfé,,,nd,simple,1,,Nom,1,nouveau,0,,1,fábi᷇ fefé <--> les nouvelles choses,0,,non,non,0,,ndemli-français
fériɓɔ́,fériɓɔ́,,,nd,simple,1,,Nom,1,les doigts,0,,1,ɓá fériɓɔ᷇ cɔ́ɔ᷇ <--> on a coupé ses doigts,0,,non,non,0,,ndemli-français
fúŋlī,fúŋlī,,,nd,simple,1,,Verbe,1,j' appelle,0,,1,mí fúŋ wánìm <--> j'appelle mon enfant,0,,non,non,1,présent : mí fúŋ,ndemli-français
hámsindi᷇,hámsindi᷇,,,nd,simple,1,,Verbe,1,j' aide,0,,1,mí hamsi wá <--> je t' aide,0,,non,non,1,présent : mí hamsi,ndemli-français
hi,hi,,,nd,simple,1,,Préposition,1,de,0,,1,ndá hi ŋgwàh <--> la maison de notre mère,0,,non,non,0,,ndemli-français
hí,hí,,,nd,simple,1,,Nom,1,oeil,0,,1,hǐm <--> mes yeux,0,,non,non,0,,ndemli-français
hiíbí,hiíbí,,,nd,simple,1,,Nom,1,grossesse,0,,1,ɓé hî <--> elle est enceinte,0,,non,non,0,,ndemli-français
japlɛ,japlɛ,,,nd,simple,1,,Nom,1,cadeau,0,,1,ya japlɛ ɓɛ̂ <--> voici ton cadeau,0,,non,non,0,,ndemli-français
jé 'héndá,jé 'héndá,,,nd,simple,1,,Nom,1,leœ balaie,0,,1,fó jé 'héndá wóm mbó <--> donne moi le balaie,0,,non,non,0,,ndemli-français
jé'rindī,jé'rindī,,,nd,simple,1,,Verbe,1,nous étudions,0,,1,há jé'ri tuá <--> nous étudions la nuit,0,,non,non,1,présent : há jé'ri,ndemli-français
jiíbí,jiíbí,,,nd,simple,1,,Nom,1,médicament,0,,0,,0,,non,non,0,,ndemli-français
jím,jím,,,nd,simple,1,,Nom,1,le noir,0,,1,jím ɓé sɛ᷇ <--> il fait noir,0,,non,non,0,,ndemli-français
jɨmbí,jɨmbí,,,nd,simple,1,,Nom,1,fraicheur,0,,1,jɨmbí ɓé fó féh <--> le froid donne le paludisme,0,,non,non,0,,ndemli-français
jo᷅ndi᷇,jo᷅ndi᷇,,,nd,simple,1,,Nom,1,jáchète,0,,1,mí jo᷅ támbíbí <--> j'achète les chaussures,0,,non,non,1,présent : mí jo᷅,ndemli-français
jɔp,jɔp,,,nd,simple,1,,Nom,1,deux cotés,0,,1,náŋ jɔp tó soho᷇ <--> mets les deux cotés dans la sauce,0,,non,non,0,,ndemli-français
jóplí,jóplí,,,nd,simple,1,,Nom,1,le ciel,0,,1,jóplí ɓé hùbì <--> le ciel est ouvert,0,,non,non,0,,ndemli-français
jóprindí,jóprindí,,,ne,simple,1,,Verbe,1,je parle,0,,1,mí jópri sísi <--> je bavarde tellement,0,,non,non,1,présent : mí jópri,ndemli-français
jʉ᷇ri᷇,jʉ᷇ri᷇,,,nd,simple,1,,Nom,1,la mouche,0,,1,jʉri᷇má sísi <--> trop de mouches,0,,non,non,0,,ndemli-français
jumbí,jumbí,,,nd,simple,1,,Nom,1,nourriture,0,,1,jumbí ŋgúp <--> la nourriture de la poule,0,,non,non,0,,ndemli-français
kácalī,kácalī,,,nd,simple,1,,Adjectif,1,petit,0,,1,dú kácalī <--> petite buche,0,,non,non,0,,ndemli-français
kári,kári,,,nd,simple,1,,Nom,1,cahier,0,,1,ɓé tila tím kári <--> il écrit dans le cahier,0,,non,non,0,,ndemli-français
kélindí,kélindí,,,nd,simple,1,,Nom,1,le savoir,0,,1,ɓaleedibi᷇ bí hóŋ kélindi᷇ <--> les maitres ont le savoir,0,,non,non,0,,ndemli-français
kendá,kendá,,,nd,simple,1,,Nom,1,le machoiron,0,,1,kendá jóm <--> le machoiron fumé,0,,non,non,0,,ndemli-français
kéŋgá,kéŋgá,,,nd,simple,1,,Nom,1,carpe,0,,1,kéŋŋgá hi lemi <--> une grosse carpe,0,,non,non,0,,ndemli-français
kíꭍìn,kíꭍìn,,,nd,simple,1,,Nom,1,cuisine,0,,1,bí lám kíꭍin <--> elles préparent à la cuisine,0,,non,non,0,,ndemli-français
